STUDYID	EXPID	CPD_ID	BATCH_ID	EXT_CPD_ID	EXT_BATCH_ID	SITE	PROVENANCE	EXPERIMENT_DATE	BIOMATERIAL	SPECIES_NAME	BACTERIAL_STRAIN_NAME	BACTERIAL_STRAIN_SITE_REF	EXPERIMENT_TYPE	PROTOCOL_NAME	No of replicates	RESULT_TYPE	STATISTICAL_METHOD	RESULT_OPERATOR	RESULT_VALUE	RESULT_UNIT	#NA (not applicable).2	MEDIUM	CONTROL_GROUP	RESULT_STATUS	COMMENTS	BIOMATERIAL_annotation	BACTERIAL_STRAIN_NAME_annotation	EXPERIMENT_TYPE_annotation	MEDIUM_annotation	RESULT_UNIT_annotation	SPECIES_NAME_annotation	STATISTICAL_METHOD_annotation
502_NBT_MacGowan	ELN-NBT-22637	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO 87319		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	=	0.5	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:87319CITKO', 'name': 'CITKO 87319', 'sample': 'Blood', 'category': 'Quinolone S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22638	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO 86510		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	0.5	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:86510CITKO', 'name': 'CITKO 86510', 'sample': 'Blood', 'category': 'Quinolone S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22639	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO 85542		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	=	1	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:85542CITKO', 'name': 'CITKO 85542', 'sample': 'Blood', 'category': 'Quinolone S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22640	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO 85395		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	=	1	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:85395CITKO', 'name': 'CITKO 85395', 'sample': 'Blood', 'category': 'Quinolone S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22641	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO SS13578		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	1	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:SS13578CITKO', 'name': 'CITKO SS13578', 'sample': 'Wound', 'category': 'Quinolone S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22642	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITBR SS13307		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	1	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:SS13307CITBR', 'name': 'CITBR SS13307', 'sample': 'Wound', 'category': 'Quinolone S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22643	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITYO SS13380		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	0.5	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:SS13380CITYO', 'name': 'CITYO SS13380', 'sample': 'Wound', 'category': 'Quinolone S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22644	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO 89190		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	0.5	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}		{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22645	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO 89189		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	0.5	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:89189CITKO', 'name': 'CITKO 89189', 'sample': 'Blood', 'category': 'Quinolone S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22646	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITBR 89194		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	1	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:89194CITBR', 'name': 'CITBR 89194', 'sample': 'Blood', 'category': 'Quinolone S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22647	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO 89168		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	0.5	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:89168CITKO', 'name': 'CITKO 89168', 'sample': 'Blood', 'category': 'Quinolone S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22648	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO SS12763		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	0.5	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:SS12763CITKO', 'name': 'CITKO SS12763', 'sample': 'Wound', 'category': 'Quinolone S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22649	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITFR SS11618		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	1	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:SS11618CITFR', 'name': 'CITFR SS11618', 'sample': 'Wound', 'category': 'Quinolone S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22650	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITFR 75688		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	64	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:75688CITFR', 'name': 'CITFR 75688', 'sample': 'Blood', 'category': 'CARBR'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22651	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITFR 69963		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	=	0.5	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:69963CITFR', 'name': 'CITFR 69963', 'sample': 'Fluid', 'category': 'CARBR'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22652	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO 71161		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	=	0.5	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:71161CITKO', 'name': 'CITKO 71161', 'sample': 'Blood', 'category': 'CARBR'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22653	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITFR 91965		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	=	4	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:91965CITFR', 'name': 'CITFR 91965', 'sample': 'Blood', 'category': 'CARBR'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22654	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITFR 91968		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	8	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:91968CITFR', 'name': 'CITFR 91968', 'sample': 'Blood', 'category': 'CARBR'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22655	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITFR 91986		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	=	2	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:91986CITFR', 'name': 'CITFR 91986', 'sample': 'Blood', 'category': 'CARBR'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22656	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITYO 68908		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	0.5	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:68908CITYO', 'name': 'CITYO 68908', 'sample': 'Tissue', 'category': 'N/S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22657	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITFR 69442		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	1	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:69442CITFR', 'name': 'CITFR 69442', 'sample': 'Tissue', 'category': 'N/S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22658	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO 69571		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	0.5	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:69571CITKO', 'name': 'CITKO 69571', 'sample': 'Blood', 'category': 'N/S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22659	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO 69905		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	1	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:69905CITKO', 'name': 'CITKO 69905', 'sample': 'Blood', 'category': 'N/S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22660	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO 70586		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	1	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:70586CITKO', 'name': 'CITKO 70586', 'sample': 'Blood', 'category': 'N/S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22661	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITFR 70607		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	1	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:70607CITFR', 'name': 'CITFR 70607', 'sample': 'Blood', 'category': 'N/S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22662	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO 70628		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	0.5	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:70628CITKO', 'name': 'CITKO 70628', 'sample': 'Blood', 'category': 'N/S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
502_NBT_MacGowan	ELN-NBT-22663	Amikacin disulfate	AA173560000026523			NBT	alan.noel@nbt.nhs.uk	2021-02-18 00:00:00	Bacteria		CITKO 70655		MIC	GNA-NOW_NBT_protocol_v03.pdf		MIC	Single value	>	0.5	mg/L		MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:70655CITKO', 'name': 'CITKO 70655', 'sample': 'Blood', 'category': 'N/S'}	{'curie': 'ARO:3004370', 'name': 'MIC', 'experimental_type': 'Minimum inhibitory concentration (MIC)', 'modified_name': 'MIC', 'definition': 'Minimal Inhibitory Concentration'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': '', 'medium_additives': ''}	{'curie': 'UO:0000273', 'name': 'mg/L', 'unit_full_name': 'Milligram per liter'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
