GROUP_DESCRIPTION	ANIMAL	ANIMAL_ID	PRETREATMENT_CPD_ID	PRETREATMENT_BATCH_ID	PRETREATMENT_DOSING_INFO	PRETREATMENT_DOSE	PRETREATMENT_ROUTE_OF_ADMINSTRATION	BACTERIAL_STRAIN_NAME	BACTERIAL_STRAIN_DOSE	INFECTION_ROUTE	CPD_ID	BATCH_ID	EXT_CPD_ID	EXT_BATCH_ID	DOSING_INFO	FREQUENCY	DOSE	TDD	ROUTE_OF_ADMINISTRATION	COMMENT	STUDYID	STUDY_TYPE	EXPID	SITE	PROJECT_LICENCE_NUMBER	STUDY_START_DATE	STUDY_PROTOCOL_NAME	PROVENANCE	SPECIES_NAME	ANIMAL_STRAIN	ANIMAL_SEX	ANIMAL_AGE_RANGE	ANIMAL_BODYWEIGHT_MEAN	ANIMAL_BODYWEIGHT_RANGE	ANIMAL_VENDOR	HOUSING_CAGE_NO_ANIMALS	HOUSING_CAGE_SIZE	HOUSING_FOOD	HOUSING_FOOD_RESTRICTED	HOUSING_FOOD_SUPPLEMENT	HOUSING_LIGHT_DARK_CYCLE	EXPERIMENT_TYPE	BIOMATERIAL	EXPERIMENT_DATE	PROTOCOL_NAME	PLANNED_RELATIVE_TIMEPOINT	RELATIVE_TIMEPOINT	RESULT_TYPE	STATISTICAL_METHOD	RESULT_OPERATOR	RESULT_VALUE	RESULT_UNIT	CONTROL_GROUP	RESULT_STATUS	COMMENTS	CHECK	CHECK.1	Experiment	BIOMATERIAL_annotation	BACTERIAL_STRAIN_NAME_annotation	EXPERIMENT_TYPE_annotation	RESULT_UNIT_annotation	ROUTE_OF_ADMINISTRATION_annotation	INFECTION_ROUTE_annotation	PRETREATMENT_ROUTE_OF_ADMINSTRATION_annotation	ANIMAL_SEX_annotation	SPECIES_NAME_annotation	STATISTICAL_METHOD_annotation	STUDY_TYPE_annotation
Treated-14	40	40	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	24	88	88	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.56632384403903	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-14	41	41	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	24	88	88	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.42019580836079	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-14	41	41	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	24	88	88	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.64204455797715	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-14	42	42	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	24	88	88	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.00377239399474	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-14	42	42	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	24	88	88	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.22182815459396	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
GrowthControl	43	43	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	placebo				repeated dose	6	0	0	s.c.	Mouse killed at 18h	3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	18	dCFU	Single value	=	2.1044425558761	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
GrowthControl	43	43	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	placebo				repeated dose	6	0	0	s.c.	Mouse killed at 18h	3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	18	dCFU	Single value	=	2.21024628204414	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
GrowthControl	44	44	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	placebo				repeated dose	6	0	0	s.c.	Mouse killed at 18h	3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	18	dCFU	Single value	=	1.96426385271107	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
GrowthControl	44	44	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	placebo				repeated dose	6	0	0	s.c.	Mouse killed at 18h	3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	18	dCFU	Single value	=	1.64204455797715	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
GrowthControl	45	45	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	placebo				repeated dose	6	0	0	s.c.	Mouse killed at 21h	3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	21	dCFU	Single value	=	1.72122580402477	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
GrowthControl	45	45	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	placebo				repeated dose	6	0	0	s.c.	Mouse killed at 21h	3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	21	dCFU	Single value	=	2.03998456664919	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
InfectionControl	46	46	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.											3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	0	0	dCFU		=		No unit						ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}					{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
InfectionControl	46	46	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.											3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	0	0	dCFU		=		No unit						ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}					{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
InfectionControl	47	47	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.											3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	0	0	dCFU		=		No unit						ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}					{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
InfectionControl	47	47	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.											3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	0	0	dCFU		=		No unit						ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}					{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
InfectionControl	48	48	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.											3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	0	0	dCFU		=		No unit						ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}					{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
InfectionControl	48	48	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.											3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	0	0	dCFU		=		No unit						ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}					{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
																					3. PD	Dose fractionation study	210420	EMC	16-702-73	2021-04-16 00:00:00	DOI: 10.1093/jac/dkae469	s.vandenberg@erasmusmc.nl	Mice	CD-1 Crl:CD1(ICR)	Female	7-8	24.3	18.0-28.4	Charles River, Germany	3		ad libitum			12-12																									{'curie': 'PATO:0000383', 'name': 'Female'}	{'curie': 'NCBITaxon:10090', 'name': 'Mice', 'species_name': 'Mus musculus'}		
Treated-01	1	1	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	520000	i.m.	NOSO-502	NOSO-0159-001A-117	NOSO-502	NOSO-0159-001A-117	repeated dose	4	29.3	176	s.c.	Mice killed at 4h, not full total dose of 176 mg/kg	3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-0.625981680312343	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-01	1	1	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	520000	i.m.	NOSO-502	NOSO-0159-001A-117	NOSO-502	NOSO-0159-001A-117	repeated dose	4	29.3	176	s.c.	Mice killed at 4h, not full total dose of 176 mg/kg	3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-0.175189364315029	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-01	2	2	Cyclophosphaminde		repeated dose	151 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	520001	i.m.	NOSO-502	NOSO-0159-001A-118	NOSO-502	NOSO-0159-001A-117	repeated dose	4	29.3	176	s.c.	Mice killed at 4h, not full total dose of 176 mg/kg																																											{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
Treated-01	3	3	Cyclophosphaminde		repeated dose	152 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	520002	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502	NOSO-0159-001A-117	repeated dose	4	29.3	176	s.c.	Mice killed at 4h, not full total dose of 176 mg/kg																																											{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
Treated-01	4	4	Cyclophosphaminde		repeated dose	153 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	520003	i.m.	NOSO-502	NOSO-0159-001A-120	NOSO-502	NOSO-0159-001A-117	repeated dose	4	29.3	176	s.c.	Mice killed at 4h, not full total dose of 176 mg/kg																																											{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
Treated-02	5	5	Cyclophosphaminde		repeated dose	154 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	520004	i.m.	NOSO-502	NOSO-0159-001A-121	NOSO-502	NOSO-0159-001A-117	repeated dose	4	29.3	176	s.c.	Mice killed at 12h, not full total dose of 176 mg/kg																																											{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
Treated-02	6	6	Cyclophosphaminde		repeated dose	155 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	520005	i.m.	NOSO-502	NOSO-0159-001A-122	NOSO-502	NOSO-0159-001A-117	repeated dose	4	29.3	176	s.c.	Mice killed at 12h, not full total dose of 176 mg/kg																																											{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
Treated-02	7	7	Cyclophosphaminde		repeated dose	156 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	520006	i.m.	NOSO-502	NOSO-0159-001A-123	NOSO-502	NOSO-0159-001A-117	repeated dose	4	29.3	176	s.c.	Mice killed at 12h, not full total dose of 176 mg/kg																																											{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
