STUDYID	EXPID	CPD_ID	BATCH_ID	EXT_CPD_ID	EXT_BATCH_ID	SITE	PROVENANCE	EXPERIMENT_DATE	BIOMATERIAL	SPECIES_NAME	BACTERIAL_STRAIN_NAME	BACTERIAL_STRAIN_SITE_REF	EXPERIMENT_TYPE	PROTOCOL_NAME	No of replicates	RESULT_TYPE	STATISTICAL_METHOD	RESULT_OPERATOR	RESULT_VALUE	RESULT_UNIT	MEDIUM	CONTROL_GROUP	RESULT_STATUS	COMMENTS	BIOMATERIAL_annotation	BACTERIAL_STRAIN_NAME_annotation	EXPERIMENT_TYPE_annotation	MEDIUM_annotation	RESULT_UNIT_annotation	SPECIES_NAME_annotation	STATISTICAL_METHOD_annotation
GNA-NOW_HZI_02B	ELN-FU-63287	CPD_0001	BATCH_ID_AYC789			HZI	HZI@GNA-NOW.com	17/3/2020	Bacteria		PSEAE PA01		Accumulation	GNA-NOW_HZI_Accumulation_v01.pdf		Amount_cpd_in_fraction_Whole_Cell	Average	=	0.0	pmol/ 100 µl bacterial culture	MHB2		NV (non valid)	value too low, not higher than background	{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'PSEAE PA01', 'sample': nan, 'category': nan}	{'curie': 'GNA:00009', 'name': 'Accumulation', 'experimental_type': 'Accumulation', 'modified_name': 'Accumulation', 'definition': 'intracellular compound accumulation'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'GNA:00007', 'name': 'pmol/ 100 µl bacterial culture', 'unit_full_name': 'pmol/ 100 µl bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_HZI_02B	ELN-FU-63287	CPD_0002	BATCH_ID_DGZ159			HZI	HZI@GNA-NOW.com	17/3/2020	Bacteria		PSEAE PA01		Accumulation	GNA-NOW_HZI_Accumulation_v01.pdf		Amount_cpd_in_fraction_Whole_Cell	Average	=	1.126844558	pmol/ 100 µl bacterial culture	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'PSEAE PA01', 'sample': nan, 'category': nan}	{'curie': 'GNA:00009', 'name': 'Accumulation', 'experimental_type': 'Accumulation', 'modified_name': 'Accumulation', 'definition': 'intracellular compound accumulation'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'GNA:00007', 'name': 'pmol/ 100 µl bacterial culture', 'unit_full_name': 'pmol/ 100 µl bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_HZI_02B	ELN-FU-63287	CPD_0003	BATCH_ID_MKG248			HZI	HZI@GNA-NOW.com	17/3/2020	Bacteria		PSEAE PA01		Accumulation	GNA-NOW_HZI_Accumulation_v01.pdf		Amount_cpd_in_fraction_Whole_Cell	Average	=	0.8185927206	pmol/ 100 µl bacterial culture	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'PSEAE PA01', 'sample': nan, 'category': nan}	{'curie': 'GNA:00009', 'name': 'Accumulation', 'experimental_type': 'Accumulation', 'modified_name': 'Accumulation', 'definition': 'intracellular compound accumulation'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'GNA:00007', 'name': 'pmol/ 100 µl bacterial culture', 'unit_full_name': 'pmol/ 100 µl bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_HZI_02B	ELN-FU-63287	CPD_0004	BATCH_ID_BDO149			HZI	HZI@GNA-NOW.com	17/3/2020	Bacteria		PSEAE PA01		Accumulation	GNA-NOW_HZI_Accumulation_v01.pdf		Amount_cpd_in_fraction_Whole_Cell	Average	=	1.238290723e-07	pmol/ 100 µl bacterial culture	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'PSEAE PA01', 'sample': nan, 'category': nan}	{'curie': 'GNA:00009', 'name': 'Accumulation', 'experimental_type': 'Accumulation', 'modified_name': 'Accumulation', 'definition': 'intracellular compound accumulation'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'GNA:00007', 'name': 'pmol/ 100 µl bacterial culture', 'unit_full_name': 'pmol/ 100 µl bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_HZI_02B	ELN-FU-63287	CPD_0005	BATCH_ID_JNZ135			HZI	HZI@GNA-NOW.com	17/3/2020	Bacteria		PSEAE PA01		Accumulation	GNA-NOW_HZI_Accumulation_v01.pdf		Amount_cpd_in_fraction_Whole_Cell	Average	=	1.122716922	pmol/ 100 µl bacterial culture	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'PSEAE PA01', 'sample': nan, 'category': nan}	{'curie': 'GNA:00009', 'name': 'Accumulation', 'experimental_type': 'Accumulation', 'modified_name': 'Accumulation', 'definition': 'intracellular compound accumulation'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'GNA:00007', 'name': 'pmol/ 100 µl bacterial culture', 'unit_full_name': 'pmol/ 100 µl bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_HZI_02B	ELN-FU-63288	CPD_0001	BATCH_ID_AYC789			HZI	HZI@GNA-NOW.com	3/8/2020	Bacteria		ESCCO 25922		Fractionation	GNA-NOW_HZI_Fractionation_v01.pdf		Amount_cpd_in_fraction_Periplasm	Average	=	15.99961025	pmol/ 5 ml bacterial culture	MHB2 pH adjusted 5.0		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ESCCO 25922', 'sample': nan, 'category': nan}	{'curie': 'GNA:00011', 'name': 'Fractionation', 'experimental_type': 'Fractionation', 'modified_name': 'Fractionation', 'definition': 'quantification of intracellular antibiotic concentrations'}	{'curie': 'SIGMA:90922', 'name': 'MHB2 pH adjusted 5.0', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': 5.0, 'medium_additives': nan}	{'curie': 'GNA:00008', 'name': 'pmol/ 5 ml bacterial culture', 'unit_full_name': 'pmol/ 5 ml bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_HZI_02B	ELN-FU-63288	CPD_0002	BATCH_ID_DGZ159			HZI	HZI@GNA-NOW.com	3/8/2020	Bacteria		ESCCO 25922		Fractionation	GNA-NOW_HZI_Fractionation_v01.pdf		Amount_cpd_in_fraction_Cytoplasm	Average	=	119.2476244	pmol/ 5 ml bacterial culture	MHB2 pH adjusted 5.0		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ESCCO 25922', 'sample': nan, 'category': nan}	{'curie': 'GNA:00011', 'name': 'Fractionation', 'experimental_type': 'Fractionation', 'modified_name': 'Fractionation', 'definition': 'quantification of intracellular antibiotic concentrations'}	{'curie': 'SIGMA:90922', 'name': 'MHB2 pH adjusted 5.0', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': 5.0, 'medium_additives': nan}	{'curie': 'GNA:00008', 'name': 'pmol/ 5 ml bacterial culture', 'unit_full_name': 'pmol/ 5 ml bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_HZI_02B	ELN-FU-63288	CPD_0003	BATCH_ID_MKG248			HZI	HZI@GNA-NOW.com	3/8/2020	Bacteria		ESCCO 25922		Fractionation	GNA-NOW_HZI_Fractionation_v01.pdf		Amount_cpd_in_fraction_Membrane	Average	=	33.89189448	pmol/ 5 ml bacterial culture	MHB2 pH adjusted 5.0		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ESCCO 25922', 'sample': nan, 'category': nan}	{'curie': 'GNA:00011', 'name': 'Fractionation', 'experimental_type': 'Fractionation', 'modified_name': 'Fractionation', 'definition': 'quantification of intracellular antibiotic concentrations'}	{'curie': 'SIGMA:90922', 'name': 'MHB2 pH adjusted 5.0', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': 5.0, 'medium_additives': nan}	{'curie': 'GNA:00008', 'name': 'pmol/ 5 ml bacterial culture', 'unit_full_name': 'pmol/ 5 ml bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_HZI_02B	ELN-FU-63288	CPD_0004	BATCH_ID_BDO149			HZI	HZI@GNA-NOW.com	3/8/2020	Bacteria		ESCCO 25922		Fractionation	GNA-NOW_HZI_Fractionation_v01.pdf		Amount_cpd_in_fraction_SumFractions	Average	=	169.1390711	pmol/ 5 ml bacterial culture	MHB2 pH adjusted 5.0		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ESCCO 25922', 'sample': nan, 'category': nan}	{'curie': 'GNA:00011', 'name': 'Fractionation', 'experimental_type': 'Fractionation', 'modified_name': 'Fractionation', 'definition': 'quantification of intracellular antibiotic concentrations'}	{'curie': 'SIGMA:90922', 'name': 'MHB2 pH adjusted 5.0', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': 5.0, 'medium_additives': nan}	{'curie': 'GNA:00008', 'name': 'pmol/ 5 ml bacterial culture', 'unit_full_name': 'pmol/ 5 ml bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_HZI_02B	ELN-FU-63288	CPD_0005	BATCH_ID_JNZ135			HZI	HZI@GNA-NOW.com	3/8/2020	Bacteria		ESCCO 25922		Fractionation	GNA-NOW_HZI_Fractionation_v01.pdf		Amount_cpd_in_fraction_Whole_Cell	Average	=	175.8169817	pmol/ 5 ml bacterial culture	MHB2 pH adjusted 5.0		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ESCCO 25922', 'sample': nan, 'category': nan}	{'curie': 'GNA:00011', 'name': 'Fractionation', 'experimental_type': 'Fractionation', 'modified_name': 'Fractionation', 'definition': 'quantification of intracellular antibiotic concentrations'}	{'curie': 'SIGMA:90922', 'name': 'MHB2 pH adjusted 5.0', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': 5.0, 'medium_additives': nan}	{'curie': 'GNA:00008', 'name': 'pmol/ 5 ml bacterial culture', 'unit_full_name': 'pmol/ 5 ml bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_HZI_02B	ELN-FU-63289	CPD_0001	BATCH_ID_AYC789			HZI	HZI@GNA-NOW.com	3/8/2020	Bacteria		ESCCO 25922		Fractionation	GNA-NOW_HZI_Fractionation_v01.pdf		Amount_cpd_in_fraction_Periplasm	Average	=	23.2237477	pmol/ 5 ml bacterial culture	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ESCCO 25922', 'sample': nan, 'category': nan}	{'curie': 'GNA:00011', 'name': 'Fractionation', 'experimental_type': 'Fractionation', 'modified_name': 'Fractionation', 'definition': 'quantification of intracellular antibiotic concentrations'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'GNA:00008', 'name': 'pmol/ 5 ml bacterial culture', 'unit_full_name': 'pmol/ 5 ml bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_HZI_02B	ELN-FU-63289	CPD_0002	BATCH_ID_DGZ159			HZI	HZI@GNA-NOW.com	3/8/2020	Bacteria		ESCCO 25922		Fractionation	GNA-NOW_HZI_Fractionation_v01.pdf		Amount_cpd_in_fraction_Cytoplasm	Average	=	209.577607	pmol/ 5 ml bacterial culture	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ESCCO 25922', 'sample': nan, 'category': nan}	{'curie': 'GNA:00011', 'name': 'Fractionation', 'experimental_type': 'Fractionation', 'modified_name': 'Fractionation', 'definition': 'quantification of intracellular antibiotic concentrations'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'GNA:00008', 'name': 'pmol/ 5 ml bacterial culture', 'unit_full_name': 'pmol/ 5 ml bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_HZI_02B	ELN-FU-63289	CPD_0003	BATCH_ID_MKG248			HZI	HZI@GNA-NOW.com	3/8/2020	Bacteria		ESCCO 25922		Fractionation	GNA-NOW_HZI_Fractionation_v01.pdf		Amount_cpd_in_fraction_Membrane	Average	=	43.98630392	pmol/ 5 ml bacterial culture	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ESCCO 25922', 'sample': nan, 'category': nan}	{'curie': 'GNA:00011', 'name': 'Fractionation', 'experimental_type': 'Fractionation', 'modified_name': 'Fractionation', 'definition': 'quantification of intracellular antibiotic concentrations'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'GNA:00008', 'name': 'pmol/ 5 ml bacterial culture', 'unit_full_name': 'pmol/ 5 ml bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_HZI_02B	ELN-FU-63289	CPD_0004	BATCH_ID_BDO149			HZI	HZI@GNA-NOW.com	3/8/2020	Bacteria		ESCCO 25922		Fractionation	GNA-NOW_HZI_Fractionation_v01.pdf		Amount_cpd_in_fraction_SumFractions	Average	=	276.7876779	pmol/ 5 ml bacterial culture	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ESCCO 25922', 'sample': nan, 'category': nan}	{'curie': 'GNA:00011', 'name': 'Fractionation', 'experimental_type': 'Fractionation', 'modified_name': 'Fractionation', 'definition': 'quantification of intracellular antibiotic concentrations'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'GNA:00008', 'name': 'pmol/ 5 ml bacterial culture', 'unit_full_name': 'pmol/ 5 ml bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_HZI_02B	ELN-FU-63289	CPD_0005	BATCH_ID_JNZ135			HZI	HZI@GNA-NOW.com	3/8/2020	Bacteria		ESCCO 25922		Fractionation	GNA-NOW_HZI_Fractionation_v01.pdf		Amount_cpd_in_fraction_Whole_Cell	Average	=	338.1798933	pmol/ 5 ml bacterial culture	MHB2		V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': nan, 'name': 'ESCCO 25922', 'sample': nan, 'category': nan}	{'curie': 'GNA:00011', 'name': 'Fractionation', 'experimental_type': 'Fractionation', 'modified_name': 'Fractionation', 'definition': 'quantification of intracellular antibiotic concentrations'}	{'curie': 'SIGMA:90922', 'name': 'MHB2', 'medium_acronym': 'MHB2', 'medium_name': 'Mueller Hinton Broth 2 (MHB2)', 'medium_pH': nan, 'medium_additives': nan}	{'curie': 'GNA:00008', 'name': 'pmol/ 5 ml bacterial culture', 'unit_full_name': 'pmol/ 5 ml bacterial culture'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
